,geoName,means
0,Abruzzo,30.88235294117647
1,Basilicata,4.411764705882353
2,Calabria,33.8235294117647
3,Campania,91.17647058823529
4,Emilia-Romagna,85.29411764705883
5,Friuli-Venezia Giulia,17.647058823529413
6,Lazio,97.05882352941177
7,Liguria,30.88235294117647
8,Lombardy,100.0
9,Marche,10.294117647058824
10,Molise,2.9411764705882355
11,Piedmont,72.05882352941177
12,Apulia,66.17647058823529
13,Sardinia,54.411764705882355
14,Sicily,98.52941176470588
15,Tuscany,69.11764705882354
16,Trentino-Alto Adige/South Tyrol,19.11764705882353
17,Umbria,8.823529411764707
18,Aosta,4.411764705882353
19,Veneto,55.88235294117647
