date,fleur mariage,animation mariage,agence de mariage,Traiteur Mariage,maquilleuse professionnelle,photo mariage,costume sur mesure
2018-01-07,10,4,0,12,2,14,8
2018-01-14,9,3,0,15,4,18,6
2018-01-21,10,4,3,12,2,15,7
2018-01-28,11,6,2,12,4,21,10
2018-02-04,8,5,2,15,5,15,7
2018-02-11,13,4,0,11,2,13,8
2018-02-18,13,6,0,8,3,15,8
2018-02-25,13,5,0,12,6,19,5
2018-03-04,10,4,0,15,4,20,8
2018-03-11,8,5,2,12,3,20,9
2018-03-18,12,4,0,9,3,16,5
2018-03-25,9,4,0,7,6,23,5
2018-04-01,10,4,0,11,0,16,5
2018-04-08,12,4,2,4,2,22,6
2018-04-15,12,5,2,12,2,19,9
2018-04-22,14,5,2,8,2,20,5
2018-04-29,14,8,0,7,4,23,8
2018-05-06,15,9,2,11,4,23,6
2018-05-13,11,7,2,14,0,67,10
2018-05-20,14,6,2,11,0,100,6
2018-05-27,11,5,5,13,2,29,6
2018-06-03,13,6,2,7,3,18,5
2018-06-10,8,6,0,7,4,32,6
2018-06-17,12,4,2,11,2,16,6
2018-06-24,11,5,3,11,2,26,8
2018-07-01,9,8,0,8,2,27,11
2018-07-08,13,8,3,4,2,15,6
2018-07-15,7,5,2,6,2,26,10
2018-07-22,13,7,2,10,5,30,6
2018-07-29,9,5,3,10,0,23,8
2018-08-05,8,4,0,15,3,15,9
2018-08-12,17,7,3,16,11,38,6
2018-08-19,17,4,3,15,3,31,6
2018-08-26,9,10,2,9,3,27,7
2018-09-02,7,9,0,12,4,22,6
2018-09-09,4,8,2,15,2,18,10
2018-09-16,12,3,2,17,0,16,5
2018-09-23,10,5,3,11,0,24,5
2018-09-30,5,5,2,10,0,24,6
2018-10-07,6,4,0,9,4,22,6
2018-10-14,4,2,0,8,4,18,3
2018-10-21,10,3,2,13,4,8,8
2018-10-28,10,3,2,14,2,15,4
2018-11-04,7,5,2,5,4,16,7
2018-11-11,6,3,2,8,3,14,6
2018-11-18,7,5,2,11,3,13,8
2018-11-25,5,3,2,8,2,16,3
2018-12-02,7,2,0,9,4,25,6
2018-12-09,5,4,2,5,2,17,6
2018-12-16,6,4,0,7,2,16,5
2018-12-23,5,6,3,10,3,13,3
2018-12-30,13,2,4,12,2,26,4
2019-01-06,13,6,6,13,2,17,9
2019-01-13,10,4,2,10,3,32,6
2019-01-20,8,6,2,14,0,20,6
2019-01-27,6,4,2,13,2,15,8
2019-02-03,13,4,0,9,2,10,7
2019-02-10,10,4,0,10,2,13,7
2019-02-17,11,3,0,8,4,15,6
2019-02-24,7,7,2,11,2,18,6
2019-03-03,15,6,2,9,7,18,9
2019-03-10,10,9,0,4,3,17,7
2019-03-17,12,4,4,13,2,19,5
2019-03-24,17,4,2,9,2,20,6
2019-03-31,13,6,0,9,3,22,10
2019-04-07,11,5,2,8,2,17,7
2019-04-14,10,5,5,6,2,22,5
2019-04-21,12,3,0,12,2,15,6
2019-04-28,11,10,2,11,2,27,6
2019-05-05,14,2,0,16,2,30,12
2019-05-12,12,7,2,8,5,14,8
2019-05-19,9,9,2,10,2,18,5
2019-05-26,9,11,2,7,2,29,8
2019-06-02,12,3,2,10,3,28,6
2019-06-09,11,7,0,16,2,39,7
2019-06-16,7,5,2,14,2,26,4
2019-06-23,8,2,0,11,2,25,5
2019-06-30,8,7,0,8,0,14,8
2019-07-07,9,2,2,16,5,19,7
2019-07-14,9,6,0,16,0,28,4
2019-07-21,11,8,0,7,3,23,7
2019-07-28,11,5,3,16,0,26,5
2019-08-04,6,6,3,9,3,25,4
2019-08-11,10,8,4,10,3,21,6
2019-08-18,9,5,0,10,6,26,9
2019-08-25,9,6,0,15,5,19,10
2019-09-01,9,4,2,12,4,25,4
2019-09-08,10,5,0,9,2,23,7
2019-09-15,6,4,2,10,2,26,5
2019-09-22,6,6,2,16,2,17,4
2019-09-29,10,4,2,13,2,20,6
2019-10-06,8,3,2,9,2,17,4
2019-10-13,7,7,2,12,2,17,3
2019-10-20,9,3,3,9,0,24,4
2019-10-27,6,5,2,13,6,14,5
2019-11-03,7,4,0,9,0,20,6
2019-11-10,7,2,2,13,5,10,4
2019-11-17,6,2,2,9,2,10,4
2019-11-24,6,3,2,7,2,8,6
2019-12-01,5,8,2,9,4,12,3
2019-12-08,6,3,2,8,2,12,3
2019-12-15,8,6,0,9,0,11,6
2019-12-22,5,8,3,8,4,14,5
2019-12-29,6,4,2,13,2,15,6
2020-01-05,4,4,0,18,2,16,4
2020-01-12,12,3,2,13,2,15,7
2020-01-19,9,4,2,13,2,14,6
2020-01-26,6,2,2,11,5,11,8
2020-02-02,8,3,2,8,0,13,8
2020-02-09,9,6,2,9,2,8,11
2020-02-16,9,5,2,13,2,14,4
2020-02-23,9,6,0,12,2,11,7
2020-03-01,13,4,0,10,0,15,7
2020-03-08,5,5,2,9,2,11,5
2020-03-15,2,2,2,4,0,10,3
2020-03-22,6,3,4,10,2,9,5
2020-03-29,4,2,0,7,0,12,3
2020-04-05,7,2,0,13,2,9,3
2020-04-12,5,3,2,7,2,9,4
2020-04-19,8,4,0,6,2,10,6
2020-04-26,5,3,0,6,2,12,4
2020-05-03,8,2,4,15,2,9,5
2020-05-10,7,6,2,3,2,8,4
