date,fleur mariage,animation mariage,agence de mariage,Traiteur Mariage,maquilleuse professionnelle,photo mariage,costume sur mesure
2018-01-07,0,0,0,33,0,33,0
2018-01-14,0,0,0,0,0,32,0
2018-01-21,0,0,0,0,0,0,0
2018-01-28,33,0,0,0,0,33,0
2018-02-04,0,32,0,0,0,32,0
2018-02-11,0,0,0,0,0,33,0
2018-02-18,0,0,0,34,0,34,0
2018-02-25,0,32,0,65,0,65,0
2018-03-04,32,32,0,0,0,0,0
2018-03-11,0,0,0,0,0,0,0
2018-03-18,0,32,0,32,0,32,32
2018-03-25,0,31,0,0,0,0,32
2018-04-01,0,32,0,32,0,0,0
2018-04-08,65,0,0,33,0,65,0
2018-04-15,0,0,0,0,0,35,0
2018-04-22,0,32,0,0,0,32,0
2018-04-29,0,0,0,31,0,0,0
2018-05-06,0,0,0,33,0,33,0
2018-05-13,0,0,0,33,0,32,0
2018-05-20,0,33,0,34,0,50,0
2018-05-27,0,0,0,33,0,33,0
2018-06-03,0,0,0,66,0,33,0
2018-06-10,0,32,0,63,0,0,0
2018-06-17,35,0,0,69,0,35,0
2018-06-24,35,0,0,0,0,0,0
2018-07-01,0,0,0,33,0,100,0
2018-07-08,0,35,0,35,0,53,0
2018-07-15,0,0,0,36,0,36,0
2018-07-22,35,35,0,53,0,36,0
2018-07-29,0,0,0,0,0,69,0
2018-08-05,0,0,0,0,0,51,0
2018-08-12,0,34,0,0,0,34,34
2018-08-19,34,0,0,0,0,51,0
2018-08-26,33,0,0,33,0,34,0
2018-09-02,0,34,0,67,0,67,0
2018-09-09,0,34,0,34,0,34,0
2018-09-16,0,33,0,33,0,50,0
2018-09-23,0,34,0,0,0,51,0
2018-09-30,0,0,0,0,0,33,33
2018-10-07,34,0,0,34,0,34,0
2018-10-14,34,34,0,0,0,34,0
2018-10-21,34,68,0,33,0,85,0
2018-10-28,0,47,0,31,0,62,0
2018-11-04,0,31,0,47,0,63,0
2018-11-11,0,0,0,96,0,64,0
2018-11-18,31,31,0,46,0,62,0
2018-11-25,0,30,0,0,0,30,0
2018-12-02,0,31,0,0,0,31,0
2018-12-09,0,48,0,32,0,32,0
2018-12-16,0,52,0,0,0,31,0
2018-12-23,0,33,0,34,0,34,0
2018-12-30,0,33,0,33,0,100,0
2019-01-06,0,40,0,60,0,30,30
2019-01-13,0,31,0,0,0,31,0
2019-01-20,0,29,0,43,0,29,0
2019-01-27,0,43,0,28,0,43,0
2019-02-03,0,44,0,30,0,30,0
2019-02-10,0,47,0,63,0,32,0
2019-02-17,0,33,0,67,0,67,0
2019-02-24,32,0,0,0,0,31,0
2019-03-03,0,30,0,0,0,30,0
2019-03-10,30,31,0,0,0,91,0
2019-03-17,0,48,0,32,0,48,0
2019-03-24,0,64,0,32,0,32,0
2019-03-31,30,30,0,31,0,31,0
2019-04-07,0,32,0,32,0,32,0
2019-04-14,0,33,0,33,0,32,0
2019-04-21,31,31,0,31,0,32,31
2019-04-28,30,30,0,30,0,45,0
2019-05-05,0,29,0,30,0,29,30
2019-05-12,0,31,0,31,0,31,0
2019-05-19,30,0,0,30,0,30,30
2019-05-26,31,92,0,62,0,47,0
2019-06-02,29,87,0,29,0,0,0
2019-06-09,30,30,0,49,0,69,0
2019-06-16,0,79,0,0,0,63,0
2019-06-23,0,31,0,31,0,31,0
2019-06-30,0,30,0,0,0,45,0
2019-07-07,0,0,0,31,0,31,31
2019-07-14,0,65,0,32,0,32,0
2019-07-21,32,32,0,64,0,48,0
2019-07-28,32,0,0,32,0,33,0
2019-08-04,33,0,0,49,0,33,0
2019-08-11,0,0,0,31,0,31,0
2019-08-18,0,31,0,31,0,62,0
2019-08-25,0,30,0,30,0,60,0
2019-09-01,29,30,0,30,0,59,0
2019-09-08,0,30,0,41,0,92,0
2019-09-15,0,59,0,30,0,45,0
2019-09-22,0,56,0,42,0,66,0
2019-09-29,0,28,0,28,0,47,0
2019-10-06,29,29,0,29,0,0,0
2019-10-13,0,29,0,29,0,58,0
2019-10-20,0,29,0,29,0,38,0
2019-10-27,0,0,0,27,0,27,0
2019-11-03,0,27,0,27,0,27,0
2019-11-10,0,27,0,27,0,27,0
2019-11-17,0,28,0,28,0,28,0
2019-11-24,27,0,0,27,0,40,0
2019-12-01,0,28,0,28,0,0,0
2019-12-08,27,27,0,27,0,27,0
2019-12-15,27,27,0,28,0,0,0
2019-12-22,0,29,0,0,0,29,0
2019-12-29,0,0,0,28,0,0,0
2020-01-05,0,0,0,80,0,27,0
2020-01-12,0,40,0,40,0,27,0
2020-01-19,0,0,0,27,0,28,0
2020-01-26,0,53,0,26,0,26,0
2020-02-02,0,27,0,41,0,0,0
2020-02-09,0,27,0,27,0,27,0
2020-02-16,0,53,0,27,0,26,26
2020-02-23,26,44,0,26,0,26,0
2020-03-01,52,26,0,39,0,26,0
2020-03-08,25,25,0,25,0,0,0
2020-03-15,23,23,0,23,0,0,0
2020-03-22,0,23,0,23,0,0,0
2020-03-29,0,45,0,22,0,0,0
2020-04-05,0,46,0,0,0,23,0
2020-04-12,0,0,0,23,0,23,0
2020-04-19,0,23,0,23,0,0,23
2020-04-26,0,22,0,22,0,43,0
2020-05-03,0,23,0,90,0,30,0
2020-05-10,24,23,0,23,0,24,0
