date,Fenster streichen,isPartial
2018-01-07,60,False
2018-01-14,0,False
2018-01-21,30,False
2018-01-28,30,False
2018-02-04,0,False
2018-02-11,46,False
2018-02-18,0,False
2018-02-25,31,False
2018-03-04,0,False
2018-03-11,30,False
2018-03-18,46,False
2018-03-25,33,False
2018-04-01,33,False
2018-04-08,64,False
2018-04-15,32,False
2018-04-22,73,False
2018-04-29,33,False
2018-05-06,33,False
2018-05-13,0,False
2018-05-20,34,False
2018-05-27,0,False
2018-06-03,32,False
2018-06-10,30,False
2018-06-17,0,False
2018-06-24,47,False
2018-07-01,51,False
2018-07-08,31,False
2018-07-15,47,False
2018-07-22,32,False
2018-07-29,0,False
2018-08-05,56,False
2018-08-12,68,False
2018-08-19,70,False
2018-08-26,34,False
2018-09-02,32,False
2018-09-09,32,False
2018-09-16,62,False
2018-09-23,47,False
2018-09-30,32,False
2018-10-07,0,False
2018-10-14,41,False
2018-10-21,30,False
2018-10-28,30,False
2018-11-04,29,False
2018-11-11,30,False
2018-11-18,29,False
2018-11-25,0,False
2018-12-02,44,False
2018-12-09,29,False
2018-12-16,30,False
2018-12-23,71,False
2018-12-30,65,False
2019-01-06,28,False
2019-01-13,56,False
2019-01-20,28,False
2019-01-27,28,False
2019-02-03,47,False
2019-02-10,0,False
2019-02-17,58,False
2019-02-24,0,False
2019-03-03,44,False
2019-03-10,56,False
2019-03-17,39,False
2019-03-24,44,False
2019-03-31,73,False
2019-04-07,29,False
2019-04-14,31,False
2019-04-21,31,False
2019-04-28,44,False
2019-05-05,56,False
2019-05-12,29,False
2019-05-19,47,False
2019-05-26,29,False
2019-06-02,0,False
2019-06-09,41,False
2019-06-16,62,False
2019-06-23,44,False
2019-06-30,29,False
2019-07-07,0,False
2019-07-14,29,False
2019-07-21,76,False
2019-07-28,61,False
2019-08-04,43,False
2019-08-11,46,False
2019-08-18,80,False
2019-08-25,48,False
2019-09-01,30,False
2019-09-08,29,False
2019-09-15,39,False
2019-09-22,85,False
2019-09-29,57,False
2019-10-06,0,False
2019-10-13,37,False
2019-10-20,82,False
2019-10-27,28,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,54,False
2019-11-24,26,False
2019-12-01,0,False
2019-12-08,27,False
2019-12-15,28,False
2019-12-22,0,False
2019-12-29,30,False
2020-01-05,0,False
2020-01-12,25,False
2020-01-19,52,False
2020-01-26,0,False
2020-02-02,26,False
2020-02-09,0,False
2020-02-16,53,False
2020-02-23,51,False
2020-03-01,100,False
2020-03-08,35,False
2020-03-15,38,False
2020-03-22,34,False
2020-03-29,23,False
2020-04-05,0,False
2020-04-12,40,False
2020-04-19,39,False
2020-04-26,45,False
2020-05-03,92,False
2020-05-10,57,False
