date,Hochzeitsanzug,isPartial
2018-01-07,30,False
2018-01-14,31,False
2018-01-21,0,False
2018-01-28,31,False
2018-02-04,0,False
2018-02-11,32,False
2018-02-18,32,False
2018-02-25,62,False
2018-03-04,47,False
2018-03-11,63,False
2018-03-18,79,False
2018-03-25,0,False
2018-04-01,100,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,98,False
2018-05-06,65,False
2018-05-13,32,False
2018-05-20,33,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,32,False
2018-06-24,33,False
2018-07-01,33,False
2018-07-08,32,False
2018-07-15,0,False
2018-07-22,66,False
2018-07-29,32,False
2018-08-05,47,False
2018-08-12,32,False
2018-08-19,93,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,64,False
2018-09-16,0,False
2018-09-23,32,False
2018-09-30,34,False
2018-10-07,33,False
2018-10-14,32,False
2018-10-21,31,False
2018-10-28,31,False
2018-11-04,30,False
2018-11-11,31,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,45,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,31,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,29,False
2019-01-27,44,False
2019-02-03,29,False
2019-02-10,0,False
2019-02-17,30,False
2019-02-24,0,False
2019-03-03,30,False
2019-03-10,29,False
2019-03-17,62,False
2019-03-24,61,False
2019-03-31,61,False
2019-04-07,31,False
2019-04-14,32,False
2019-04-21,0,False
2019-04-28,46,False
2019-05-05,29,False
2019-05-12,0,False
2019-05-19,58,False
2019-05-26,30,False
2019-06-02,45,False
2019-06-09,0,False
2019-06-16,31,False
2019-06-23,31,False
2019-06-30,47,False
2019-07-07,0,False
2019-07-14,32,False
2019-07-21,33,False
2019-07-28,0,False
2019-08-04,31,False
2019-08-11,0,False
2019-08-18,30,False
2019-08-25,44,False
2019-09-01,58,False
2019-09-08,30,False
2019-09-15,0,False
2019-09-22,58,False
2019-09-29,30,False
2019-10-06,0,False
2019-10-13,28,False
2019-10-20,56,False
2019-10-27,28,False
2019-11-03,0,False
2019-11-10,28,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,28,False
2019-12-08,0,False
2019-12-15,28,False
2019-12-22,30,False
2019-12-29,43,False
2020-01-05,40,False
2020-01-12,26,False
2020-01-19,26,False
2020-01-26,78,False
2020-02-02,52,False
2020-02-09,25,False
2020-02-16,0,False
2020-02-23,26,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,44,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,True
